name,date,year,director,prod,composer,cast_mem
Duvvada Jagannadham,June,2017,Harish Shankar,Sri Venkateswara Creations,Devi Sri Prasad,"Allu Arjun, Pooja Hegde, Rao Ramesh, Subbaraju, Master Sathwik, Chandramohan, Murli Sharma, Krishna Murali Posani, Tanikella Bharani, Vennela Kishore"
Ami Thumi,June,2017,Mohana Krishna Indraganti,,Mani Sharma,"Adivi Sesh, Srinivas Avasarala, Eesha Rebba, Aditi Myakal, Vennela Kishore, Tanikella Bharani, Ramana Bhargava, Madhumani, Kedar Shankar, Jogini Shyamala"
Raja Meeru Keka,June,2017,Krishna Kishore,,,"Raaj Kumar M, Lasya Manjunath, Taraka Ratna Nandamuri, Shobhita Rana, Noel Sean"
Kaadhali,June,2017,Pattabhi R. Chilukuri,,,"Pooja K. Doshi, Harish Kalyan, Sai Ronak, Bhadram, Sandhya Janak, Pallavi, Mohan V. Raman, Dr. Sharmeela"
Andhhagadu,June,2017,Veligonda Srinivas,"A.K. Entertainments India, AK Entertainments",Sekhar Chandra,"Raj Tarun, Hebah Patel, Rajendra Prasad, Mahesh Achanta, Ananth, Rajsekhar Aningi, Prabhakar, Satyam Rajesh, Paruchuri Venkateswara Rao, Raja Ravindra"
Jayadev,June,2017,"Jayant Paranji, Harish Koyalagundla",,Mani Sharma,"Tanikella Bharani, Ravi Ganta, Harish Koyalagundla, Satya Krishnan, Krishna Murali Posani, Mukesh Rishi, Pradeep Singh Rawat"
Fashion Designer S/o Ladies Tailor,June,2017,Vamsy,,Mani Sharma,"Sumanth Ashwin, Manasa Himavarsha, Manali Rathod, Anisha Ambrose, Krishna Bhagavan, Neelya Bhavani, Harika, Koya Kishore, Krishnudu, Vamsi Nekanti"
Avanthika,June,2017,Sriraj Balla,Bhimavaram Talkies,,
Kadhile Bommala Katha,June,2017,Sashidhar Boyapalli,Tharunika Arts,,
Khayyum Bhai,June,2017,Bharat Parepalli,,,"Mouni, Taraka Ratna Nandamuri, Harshita Panwar, Katta Rambabu, Ragini Sutradhar"
Kadapa Simham,June,2017,Pernapati Srivishnu,,,"Prahlad, Satyam Rajesh, Jaya Prakash Reddy, Pooja Roshan, Sana"
Thotalo Pilla Kotalo Rani,June,2017,G. Vishwanathan,Gowri Productions,Kodandapani S.P.,"Kanta Rao, Rajashree, Rajanala, Rajababu, Vanisri, Prabhakar Reddy, L. Vijaya, Gitanjali, Jayanthi"
Fidaa,July,2017,Sekhar Kammula,Sri Venkateswara Creations,J.B.,"Sai Pallavi, Varun Tej, Sai Chand, Saranya Pradeep, Raja Chembolu, Satyam Rajesh, Dhaassyam Geetha Bhascker, Aryan Talla, Manisha Erabathini, Gayatri Gupta"
Goutham Nanda,July,2017,Sampath Nandi,"Sri Balaji Cine Media, ZEE Entertainment Enterprises",S. Thaman,"Gopichand, Hansika Motwani, Catherine Tresa, Mukesh Rishi, Chandramohan, Sachin Khedekar, Nikitin Dheer, Ajay, Annapoorna, Tanikella Bharani"
Ninnu Kori,July,2017,Shiva Nirvana,"DVV Entertainment, Kona Film Corporation",Gopi Sundar,"Nani, Nivetha Thomas, Aadhi, Tanikella Bharani, Murli Sharma, Prudhviraj, Rajshri Nair, Mounica, Vidyullekha Raman, Sheshadri Sridhara"
Rakshasi,July,2017,PannaRoyal,Dream Catchers Entertainment,Vinod Yajamanya,"Gitanjali, Shamna Kasim, Kumar Sai Pampana, Abhimanyu Singh"
Shamantakamani,July,2017,"Sriram Adittya, Sriram Eragamreddy",Bhavya Creations,Mani Sharma,"Aadi, Joy Badlani, Abhay Bethiganti, Tanikella Bharani, Chandini Chowdary, Jenny Honey, Indraja, Nanajee Karri, Sundeep Kishan, Sudheer Babu Posani"
Patel S.I.R,July,2017,,,,"Tanya Hope, Aamani, Jagapathi Babu, Raghu Babu, Baby Dolly, Vajja Venkata Giridhar, Thotapalli Madhu, Padmapriya, Anurag Parvathaneni, Krishna Murali Posani"
Maya Mall,July,2017,,,Sai Karthik,"Nagineedu, Deeksha Panth, Prudvi Raj, Thagubothu Ramesh, Eesha Rebba, Shakalaka Shankar, Sonia, Kasi Viswanath"
Dr. Chakravarty,July,2017,Sekhar Suri,,Vijay Kurakula,"Vamsee Aloor, Lenaa, Sonia Mann, Richard Rishi, Pooja Saxena, Anirudha Singh"
Kala Varam Aaye,July,2017,Sampath V. Kumar,Shri Nidhi Pictures,Bharath Sankar,"Priyanka Jawalkar, Sanjeev, Sanjeev, Vibeesh"
Darre,July,2017,G. Krishna Prasad,,,
A Love Letter to Cinema,July,2017,"Sasi Camp, Rohit Penumatsa",,Vivek Sagar,"Sasi Camp, John Kottoly, Aditi Myakal, Rohit Penumatsa, Amarnath Sandipamu"
亞俊雷迪,August,2017,Sandeep Reddy Vanga,Bhadrakali Pictures,Radhan,"Vijay Deverakonda, Shalini Pandey, Jia Sharma, Kanchana, Sanjay Swaroop, Bhushan Kalyan, Sandhya Janak, Kamal Kamaraju, Padmaja, R.J. Hemant"
Jaya Janaki Nayaka,August,2017,Boyapati Srinu,Dwaraka Creations,Devi Sri Prasad,"Sai Srinivas Bellamkonda, Rakul Preet Singh, Jagapathi Babu, Pragya Jaiswal, R. Sarathkumar, Suman, Tarun Arora, Dhanya Balakrishna, Chalapathi Rao, Srikanth Kavuturi"
Nene Raju Nene Mantri,August,2017,Teja,"Blue Planet Entertainments, Suresh Productions",Anup Rubens,"Rana Daggubati, Kajal Aggarwal, Catherine Tresa, Mahesh Achanta, Ajay, Rajsekhar Aningi, Annapoorna, Sanjana Anne, Tanikella Bharani, Bindu Chandramouli"
Maayavan,September,2017,C.V. Kumar,"SBK Films, Thirukumaran Entertainment",Ghibran,"Sundeep Kishan, Lavanya Tripathi, Augustine, Baby, Daniel Balaji, Sai Dheena, Eshwaer, Kathi Gopi, Mime Gopi, Akshara Gowda"
Lie,August,2017,Hanu Raghavapudi,14 Reels Entertainment,Mani Sharma,"Nithiin, Megha Akash, Ravi Kishan, Prudhviraj, Brahmaji, Arjun Sarja, Ajay, Hasini Anvi, Darbha Appaji Ambarisha, Tom Bonello"
Paisa Vasool,September,2017,Puri Jagannadh,Bhavya Creations,Anup Rubens,"Nandamuri Balakrishna, Shriya Saran, Vikramjeet Virk, Musskan Sethi, Kyra Dutt, Mohammad Ali, Joy Badlani, Kabir Bedi, Dhritiman Chatterjee, Srikanth Iyengar"
Anando Brahma,August,2017,"Three Autumn Leaves, Mahi v Raghav",70 MM Entertainments,K Krishna Kumar,"Taapsee Pannu, Srinivasa Reddy, Shakalaka Shankar, Vennela Kishore, Vidyullekha Raman, Supreeth Reddy, Thagubothu Ramesh, Rajeev Kanakala, Raja Ravindra, Krishna Murali Posani"
Nakshatram,August,2017,Krishna Vamsi,"Butta Bomma Creations, Sri Chakra Media, Win Win Win Creations",Bheems Ceciroleo,"Sundeep Kishan, Regina Cassandra, Sai Dharam Tej, Pragya Jaiswal, Prakash Raj, Tanish, Tulasi, Sivaji Raja, Duvvasi Mohan, Mukhtar Khan"
Green Card,August,2017,Rums,,,
Prathi Kshanam,August,2017,Nagendra Prasad,,,
Darsakudu,August,2017,Hari Prasad Jakka,"B T R N Creations, Playback Pictures, Sukumar Writings",Sai Karthik,"Ashok Bandreddi, Raja Bandreddi, Naveen Neni, Pujita Ponnada, Priyadarshi Pulikonda, Josh Ravi, Eesha Rebba, Master Sathwik, Noel Sean, Kedar Shankar"
Idhem Dheyyam,August,2017,Ravivarma Varada Raju,,Baalu Swamy,"Jeeva, Sakshi Kakkar, Ruchi Pandey, Gautham Raju, Jabardasth Appa Rao, Racha Ravi, Kirak Rp, Sirichandrika, Rachana Smith, Maganti Srinath"
Vunnadhi Okate Zindagi,September,2017,Thirumala Kishore,Sravanthi Cinematics,,"Ram Pothineni, Sree Vishnu, Lavanya Tripathi, Anupama Parameswaran, Priyadarshi Pulikonda, Mahesh Achanta, Anisha Ambrose, Anand, Kaushik Babu, Joy Badlani"
Jai Lava Kusa,September,2017,Bobby Kolli,NTR Arts,Devi Sri Prasad,"N.T. Rama Rao Jr., Raashi Khanna, Nivetha Thomas, Ronit Roy, Krishna Murali Posani, Pavitra Lokesh, Sai Kumar, Pradeep Singh Rawat, Nassar, Abhimanyu Singh"
Spyder,September,2017,A.R. Murugadoss,"Lyca Productions, NVR Cinema",Harris Jayaraj,"Mahesh Babu, Rakul Preet Singh, S.J. Suryah, Veera Ravi Kumar Yalla, Bharath Srinivasan, Priyadarshi Pulikonda, RJ Balaji, Sayaji Shinde, Nagineedu, V. Jayaprakash"
Mahanubhavudu,September,2017,Maruthi Dasari,UV Creations,S. Thaman,"Sharwanand, Mehreen Pirzada, Nasser, Kalyani Natarajan, Vennela Kishore, Raghu Babu, Bhadram, Bhanu Sri, Madhumani, Naveed"
Vellipomakey,September,2017,Mohammed Ali,"Sai Akhilesh Productions, Sri Venkateswara Creations",Prashanth Vihari,"Vishwak Sen, Supraja, Nithyaa Sree Reddy, John Kottoly, Prashanth, Rakesh Reddy, Swetha, Vidya, Sana, Sripal"
Yuddham Sharanam,September,2017,Krishna Marimuthu,Vaarahi Chalana Chitram,Vivek Sagar,"Naga Chaitanya Akkineni, Lavanya Tripathi, Meka Srikanth, Revathi, Rao Ramesh, Priyadarshi Pulikonda, Murli Sharma, Raja Ravindra, Anand, Anand"
Srivalli,September,2017,Vijayendra Prasad,Reshmas Arts,M.M. Srilekha,"Neha Hinge, Rajath Krishna, Rajeev Kanakala, Hema, Arhaan Khan, Balaraj, Captain Chowdary, Devika, Jhansi, Kavya"
Veedevadu,September,2017,Tatineni Satya,,,"Sachiin Joshi, Esha Gupta, Kishore Kumar G., Prabhu, Srinivasa Reddy, Sathish, Vamsi Krishna, Supreet, Vennela Kishore, Dhanya Balakrishna"
Ungarala Rambabu,September,2017,Kranthi Madhav,United Movies,,
Vaalujada,September,2017,Ramanaw Mallam,"Sai Vyshnavi Studios, SimhaVahini Chalana Chitra",Radhan,"Dhansika, Kalpalatha, Gautham Kumar, Simhavahini Nagaraju, Raithu Bidda Nithin, Nana Patekar, Naveen Sanjay, Vaibhav Surya, Uttej"
Okka ROjulo,September,2017,Mohan Naidu,,,
"Shalini, A Cute Devil",September,2017,Sheraz Mehdi,,,
Raja the Great,October,2017,Anil Ravipudi,Sri Venkateswara Creations,Sai Karthik,"Ravi Teja, Mehreen Pirzada, Vivan Bhatena, Radhika Sarathkumar, Srinivasa Reddy, Rajendra Prasad, Sampath Raj, Prakash Raj, Tanikella Bharani, Mohammad Ali"
Raju Gari Gadhi 2,October,2017,Omkar,"Matinee Entertainments, Oak Entertainments, PVP Cinema",S. Thaman,"Samantha Ruth Prabhu, Nagarjuna Akkineni, Vennela Kishore, Tejaswi Madivada, Rao Ramesh, Abhinaya, Seerat Kapoor, V.K. Naresh, Mukhtar Khan, Avinash"
Gulf,October,2017,Suneel Kumar Reddy,Sravya Films,Pravin Immadi,"Dimple Hayathi, Shiva Karthik, Chetan Maddineni, Nagineedu, Krishna Murali Posani"
Oye Ninne,October,2017,Satyam Chollakoti,,,
Bava Maradallu,October,2017,Gangarapu Lakshman,,,
Sekharam Gari Abbayi,October,2017,Akshitha Srinivas,MF Creations,Sai Yelender,"Vinnu Maddipati, Anurup Reddy, Akshitha Srinivas, Suman"
Anaganaga Oka Durga,October,2017,Prakash Pulijala,,,
Yours Lovingly,October,2017,Jogi Raju Mamidi,,,
Nenu Kidnap Ayyanu,October,2017,Sreekarababu,,,"Raghu Babu, Bindu Barbie, Krishna Bhagavan, Brahmanandam, Sapna Chugani, Dheerendra, Mahhima Kottary, Vishal Kurada, Sowmithri Maluchuru, Harsha Krishna Murthy"
Dyaavudaa,October,2017,Dasari Sairam,,,
Oxygen,November,2017,Jyothi Krishna,"Shri Sai Raam Creations, Goldmines Telefilms",Yuvan Shankar Raja,"Gopichand, Raashi Khanna, Anu Emmanuel, Jagapathi Babu, Brahmaji, Avantika, Mohammad Ali, Sakshi Chaudhary, Meghashree, Kumar Sai Pampana"
Jawaan,December,2017,B.V.S. Ravi,"Arunachal Creations, Goldmines Telefilms",S. Thaman,"Sai Dharam Tej, Mehreen Pirzada, Prasanna, Subbaraju, V. Jayaprakash, Easwari Rao, Kota Srinivasa Rao, Surya, Darbha Appaji Ambarisha, Anish Kuruvilla"
PSV Garuda Vega,November,2017,Praveen Sattaru,"JyoStar Enterprises, India Shoots, Manoj Srivastava Media Corps",Bheems Ceciroleo,"Rajasekhar, Pooja Kumar, Thrigun, Shraddha Das, Shiva Karthik, Nassar, Kishore Kumar G., Mohammad Ali, Krishna Murali Posani, Sayaji Shinde"
Kali,November,2017,Sameer Thahir,,Gopi Sundar,"Sai Pallavi, Dulquer Salmaan, Vinayakan, Karthik Vishnu"
Mental Madhilo,November,2017,Vivek Athreya,,Prashanth Vihari,"Sree Vishnu, Nivetha Pethuraj, Amrutha Srinivasan, Sivaji Raja, Madhumani, Raj Madiraju, Anitha Chowdary, Kireeti, Keshav Deepak, Nara Rohith"
Prematho Mee Karthik,November,2017,Rishi,Ramanashree Arts,Sachin Warrier,"Kartikeya Gummakonda, Simratt Kaur Randhawa, Murli Sharma, Gollapudi Maruthi Rao, Pragathy, Jhansi, Prudvi Raj, Sambaa Siva"
Angel,November,2017,Palani,,Bheems Ceciroleo,"Hebah Patel, Naga Anvesh, Sapthagiri, Suman, Kabir Duhan Singh, Sayaji Shinde, Pradeep Singh Rawat"
Ippatlo Ramudila Seethala Evaruntarandi Babu,November,2017,K. Venkatesh,,,
Egise Taara Juvvalu,November,2017,Mahesh Kathi,HY Productions,,"Kamal Krishna Annarapu, Darbha Appaji Ambarisha, Abhay Bethiganti, Bhaskar, Chandrudu, Ajay Ghosh, Hasini, Jitendra, Teja Kakumanu, Sathvik Kalige"
Devi Sri Prasad,November,2017,Sri Kishore,,Syed Kamran,"Dhanraj, Manoj Nandam, Bhupal Raju, Pooja Ramachandran"
Okkadu Migiladu,November,2017,Ajay Andrews Nuthakki,Padmaja Films,,"Anisha Ambrose, Milind Gunaji, Manoj Kumar Manchu, Murali Mohan, Ajay Andrews Nuthakki, Krishna Murali Posani, Suhasini"
Next Nuvve,November,2017,P. Prabhakar,V4 Movies,Sai Karthik,"Aadi, Srinivas Avasarala, Raghu Babu, Brahmaji, Rashmi Gautam, Himaja, Ram Jagan, Mumait Khan, Satya Krishnan, Vinni Mobstaz"
London Babulu,November,2017,Chinni Krishna,,K Krishna Kumar,"Siva Akula, Mohammad Ali, Dhanraj, Ajay Ghosh, Jeeva, Satya Krishnan, Kumar Sai Pampana, Rakshith, Raja Ravindra, Swathi Reddy"
Napoleon,November,2017,"Anand Ravi, Meher Yaramati",Acharya Creations,,"Komali, Komalee Prasad, Anand Ravi, Ravi Varma"
Sarovaram,November,2017,Suresh Yadavalli,,,
Snehamera Jeevitham,November,2017,Mahesh Upputuri,,Kasyap Sunil,"Siva Balaji, Rajeev Kanakala, Aravind, Bharath, Chalapathi Rao, Palamuru Devaraj, Indraneel, Raghu, Swami Ra Ra Satya, Shafi"
Lovers Club,November,2017,Dhruv Sekhar,Sreya Art Creations,Ravi Nidamarthy,"Anish, Aryan, Siddhie Mhambre, Poorni, Ajay Ratnam, Vizag Prasad, Dheeraj Rathnam, Aryan, Anish Chandra, Pavani"
Balakrishnudu,November,2017,Pavan Mallela,Saraschandrikaa Visionary Motion Pictures,Mani Sharma,"Mahesh Achanta, Ajay, Raghu Babu, Piaa Bajpai, Regina Cassandra, Chitti, Raghu Kumar Karumanchi, Vennela Kishore, Ramya Krishnan, Satya Krishnan"
Jandhyala Rasina Premakatha,November,2017,Krishna Varma,Keerthi Creations,,
Dare,November,2017,Krishna K. Prasad,,,
June 1:43,November,2017,Bhaskar Bantupalli,Aditya Creations,Shravan Bharadwaj,"Kumar Sai Pampana, Venugopal Pampana, Richa Saxena, Aditya Srivastav"
Malli Raava,December,2017,Gowtam Tinnanuri,,Shravan Bharadwaj,"Sumanth, Aakanksha Singh, Annapoorna, Darbha Appaji Ambarisha, Preethi Asrani, Master Sathwik, Abhinav Gomatam, Nanajee Karri, Mirchi Kiran, Lavanya Reddy"
MCA Middle Class Abbayi,December,2017,Venu Sriram,"Sri Venkateswara Creations, Dil Raju Production",Devi Sri Prasad,"Nani, Sai Pallavi, Bhoomika Chawla, Rajeev Kanakala, Vijay Varma, V.K. Naresh, Aamani, Priyadarshi Pulikonda, Krishna Murali Posani, Pavitra Lokesh"
Hello,December,2017,Vikram K. Kumar,"Annapurna Studios, Manam Enterprises",Anup Rubens,"Akhil Akkineni, Kalyani Priyadarshan, Jagapathi Babu, Ramya Krishnan, Ajay, Mikail Gandhi, Praveen, Vennela Kishore, Joy Badlani, Myrah Dandekar"
Okka Kshanam,December,2017,Vi Anand,Lakshmi Narasimha Entertainments,Mani Sharma,"Allu Sirish, Surbhi, Srinivas Avasarala, Seerat Kapoor, Mahesh Achanta, V. Jayaprakash, Vennela Kishore, Dasari Arun Kumar, Bhanu Prakash, Racha Ravi"
E Ee,December,2017,"Ram Ganapati Rao, Ram Ganpati Rao",,Krishna Chetan,"Neirah Sham, Sudhakar, Krishna Bhagavan, Annapoorna, Thagubothu Ramesh, Katam Reddy, Naira Shah, Fish Venkat"
Vasham,2017,2017,Srikanth Chella,Shuka Entertainments,Dr. Josyabhatla,"Nanda Kishore, Krishneshwar Rao, Vasudeva Rao, Swetaa Varma"
Rendu Rellu Aaru,2017,2017,Nandu Nandhu,"Day Dream Creations, Vaarahi Chalana Chitram",,
Sapthagiri LLB,December,2017,Charan Lakkakula,,,"Aadi, Mahesh Achanta, Ananth, Anitha, Anusha, Raghu Babu, Bharadwaj, Bhargavi, Chandana, Chandramouli"
Juliet Lover of Idiot,December,2017,Ajay Voddirala,Anurag Productions,Ratheesh Vega,"Aakash, Mohammad Ali, Anusha, Banti, Kanishka Bhupati, Naveen Chandra, Dattu, Devan, Dilip, Dorai"
Shalini,2017,2017,Sher,,,
Lavanya with Love Boys,,2017,Vaddepalli Krishna,,Yasho Krishna,"Parameshwar Hivrale, Gopalakrishna Paruchuri, Kasi Vishwanath, Yogi Khatri, Vaibhav Surya, Ravi Kiran, Pavani, Sambaa Siva"
2 Countries,December,2017,Nimmala Shankar,Maha Lakshmi Arts,Gopi Sundar,"Sanjjanaa Galrani, V.K. Naresh, Pruthvi, Manisha Raj, Raja Ravindra, Srinivasa Reddy, Shiju, Sithara, Sunil"
Ila Ayithe Ela,2017,2017,P. Chandrasekhara Reddy,Sttv Films,,
B.Tech Babulu,December,2017,Seenu Imandi,,Ajay Patnaik,"Mohammad Ali, Ashwini, Viva Harsha, Naval Kishore, Pavitra Lokesh, Thagubothu Ramesh, Shakalaka Shankar, Sreemukhi"
Venkatapuram,,2017,Venu Madikanti,"Bhaahumanya Arts, Good Cinema Group",Achu Rajamani,"Abhi, Ajay, Deva, Ajay Ghosh, Hemaani, Ishani, Joginaidu, Karam, Kavya, Mahima Makwana"
Lacchi,December,2017,Eeswar,J9 4 Shows,,
Seetha Ramuni Kosam,December,2017,Anil Gopi Reddy,,,"Anu, Karunya Chowdary, Katta, Baby Madiha, Niharika Mulpur, Thagubothu Ramesh, Baby Shanvi Reddy, Sharath Sreerangam, Bala Srinivas"
Mathangi,December,2017,Kannan Thamarakkulam,,,
Kutumba Katha Chitram,December,2017,Vasu,,,
Vanavillu,December,2017,Lanka Pratheek Prem Karan,,Lanka Prabhu Praveen,"Mahesh Achanta, Lanka Pratheek Prem Karan, Pratheek, Shravya"
Rangeela,December,2017,Rockeshh Reddy,,,
Dongalunnaru Jagratha,December,2017,Narasimha Rao Bhimavarapu,,,"Seeta Rama Anjaneyulu Chilakalapudi, Kongara Jaggaiah, Varalakshmi G., Gummadi, Valluri Balakrishna, Chadalavada, Girija, Hemalatha, Satyam Lanka, Rajanala"
Undha..Ledha..?,December,2017,A.V. Siva Prasad,,,
Premika,December,2017,Mahindra,Deshala Art Movies,Dilip Bandaari,"Tanish Alladi, Bhupesh Varma, Ravi Varma, Sruthi Yugai"
Bhaagamathie,January,2018,,UV Creations,S. Thaman,"Anushka Shetty, Devadarshini Chetan, Unni Mukundan, Jayaram, Murli Sharma, Prabhu, Ajay Ghosh, Kalpalatha, Asha Sharath, Darbha Appaji Ambarisha"
Jai Simha,January,2018,K.S. Ravikumar,CK Entertainments,Chirantan Bhatt,"Nandamuri Balakrishna, Nayanthara, Haripriya, Natasha Doshi, Prakash Raj, Brahmanandam, Ashutosh Rana, Murali Mohan, Prabhakar, Chandra Sekhar"
Agnyaathavaasi,January,2018,Trivikram Srinivas,Haarika & Hassine Creations,Anirudh Ravichander,"Pawan Kalyan, Keerthy Suresh, Anu Emmanuel, Aadhi, Boman Irani, Khushbu Sundar, Rao Ramesh, Murli Sharma, Sampath Raj, Tanikella Bharani"
Rangula Raatnam,January,2018,,Annapurna Studios,Sricharan Pakala,"Raj Tarun, Chitra Shukla, Sithara, Priyadarshi Pulikonda, Jhansi Rathod, Swapnika Reddy Vardhanapu"
Ego,January,2018,R.V. Subramanyam,"Mango Music, VKA Films",Sai Karthik,"Ajay, Aashish Raj Bidkikar, Chammak Chandra, Kyra Dutt, Deeksha Panth, Krishna Murali Posani, Prudvi Raj, Gautham Raju, Rao Ramesh, Shaking Seshu"
Adhugo,January,2018,Ravi Babu,"Flying Frogs Production, Suresh Productions",Prashanth Vihari,"Nabha Natesh, Palamuru Devaraj, Abhishek Varma, Ravi Babu, Rakesh Rachakonda"
Saradhi,January,2018,Allam Bhuvan Kumar,Mango Music,,
Chilkur Balaji,January,2018,Sridhar Allani,,Hamsalekha,"S.P. Balasubrahmanyam, Sai Kumar, Bhanu Sri Mehra, Suman"
Aakasha Deshana,January,2018,Naga Vardhan,,,"Parameshwar Hivrale, Pavani, Tanishq Rajan, Akella Raghavendra, Sandhya Janak"
Aloo Fry,January,2018,Mohan Vamsi Somireddi,,,
Chalo,February,2018,Venky Kudumula,Ira Creations,Mahati Swara Sagar,"Naga Shaurya, Rashmika Mandanna, Achyuth Kumar, Mime Gopi, V.K. Naresh, Pragathi, Harsha Chemudu, Satya, Raghu Babu, Vennela Kishore"
Awe!,February,2018,Prasanth Varma,Wall Poster Cinema,Mark K. Robin,"Kajal Aggarwal, Nithya Menen, Srinivas Avasarala, Regina Cassandra, Priyadarshi Pulikonda, Eesha Rebba, Murli Sharma, Rohini, Devadarshini Chetan, Nani"
Tholi Prema,February,2018,Venky Atluri,"Jyotirmaye Group, Sri Venkateswara Cine Chitra, V Pictures",S. Thaman,"Varun Tej, Raashi Khanna, Priyadarshi Pulikonda, Apoorva Srinivasan, V.K. Naresh, Suhasini, Darbha Appaji Ambarisha, Joy Badlani, Vidyullekha Raman, Hyper Aadi"
Touch Chesi Chudu,February,2018,Vikram Sirikonda,Sri Lakshmi Narasimha Productions,Pritam Chakraborty,"Ravi Teja, Raashi Khanna, Seerat Kapoor, Murli Sharma, V. Jayaprakash, Sayaji Shinde, Vennela Kishore, Ajay, Satyam Rajesh, Vajja Venkata Giridhar"
Manasuku Nachindhi,February,2018,Manjula Ghattamaneni,"Anandi Art Creations, Indira Productions",Radhan,"Sundeep Kishan, Amyra Dastur, Tridha Choudhury, Punarnavi Bhupalam, Priyadarshi Pulikonda, Abhay Bethiganti, Thrigun, Mahesh Babu, Anitha Chowdary, Geetha"
Inttelligent,February,2018,V.V. Vinayak,CK Entertainments,S. Thaman,"Sai Dharam Tej, Lavanya Tripathi, Ashish Vidyarthi, Sayaji Shinde, Rahul Dev, Nassar, Brahmanandam, Dev Gill, Jayaprakash Reddy, Vineet Kumar"
Chalthe Chalthe,February,2018,K. Pradeep Kumar,Amazingarts,K. Pradeep Kumar,"Priyanka Jain, Rajshri Nair, V.K. Naresh, Pragathi, Vishwadev Rachakonda, Charan Ram, Rao Ramesh, Sayaji Shinde"
Nee Preme Naa Praanam,February,2018,Rajashekar,,,
Gayatri,February,2018,Madan,Sree Lakshmi Prasanna Pictures,S. Thaman,"Mohan Babu, Vishnu Manchu, Shriya Saran, Nikhila Vimal, Anasuya Bharadwaj, Mohammad Ali, Rajsekhar Aningi, Giri Babu, Raghu Babu, Tanikella Bharani"
Rachayitha,February,2018,Vidya Sagar Raju,Mango Music,,
Soda Goli Soda,February,2018,Haribabu,SB Art Creations,,"Maanas .N., Hyper Aadi, Brahmanandam, Maanas Nagulapalli, Nitya Naresh"
Juvva,2018,2018,Trikoti Peta,Somi Films,,"Mohammad Ali, Raghu Babu, Somi Bharath, Pallak Lalwani, Krishna Murali Posani, Sapthagiri, Murli Sharma, Prabhas Sreenu, Surekha Vani, Ranjith Velayudhan"
Raa Raa,February,2018,Shankar,Mango Music,Rap Rock Shakeel,"Mohammad Ali, Raghu Babu, Chammak Chandra, Jeeva, Raghu Kumar Karumanchi, Sita Narayan, Naziya, Krishna Murali Posani, Prudhviraj, Shakalaka Shankar"
Idi Naa Love Story,February,2018,Ramesh Gopi,Mango Music,,
Howrah Bridge,February,2018,Rewon Yadu,EMVE Studios,Sekhar Chandra,"Rajsekhar Aningi, Chandini Chowdary, Vidyullekha Raman, Rao Ramesh, Manali Rathod, Rahul Ravindran"
Ayomayam Apartment,February,2018,Sitaramaiah,,,
Butterflies,February,2018,Rama S.N.,"JBStarFilms, Mcwingroupusa",,
Natho Nenu,February,2018,Rahul R. Khagwal,,,
Preminche Panilo Vunna,February,2018,Pradeep Manchala,Sri Sathya Surya Movies,,
Hacked By Devil,February,2018,Krishna Karthik,"Login Media, Mango Music",,
Akkadem Jarigindi,February,2018,DK Boyapati,,,
O Manasa,February,2018,Sahaja Rao,,,
Amalu,February,2018,L. Ravi Kumar,,,
Chalo One Two Three,February,2018,Venkatram Palla,,,
Alallu,February,2018,Sunil Bandi,,,
好戲上場,March,2018,Sukumar,Mythri Movie Makers,Devi Sri Prasad,"Ram Charan, Samantha Ruth Prabhu, Aadhi, Jagapathi Babu, V.K. Naresh, Prakash Raj, Anasuya Bharadwaj, Rohini, Mahesh Achanta, Annie"
Ye Mantram Vesave,March,2018,Shridhar Marri,"Goldmines Telefilms, Golisoda Films",Abdus Samad,"Vijay Deverakonda, Aditya, Akshay, Anjali, Anusha, Sreenu Babu, Nalla Balu, Aashish Raj Bidkikar, Henna Chopra, Nilakshi Dutta"
Kirrak Party,March,2018,Sharan Koppisetty,"A.K. Entertainments India, AK Entertainments",B. Ajaneesh Loknath,"Nikhil Siddharth, Samyuktha Hegde, Simran Pareenja, Sai Suhas, Karthik Adusumilli, Brahmaji, Bunty Dwaraka, Arohitha Gowda, Hanumanthe Gowda, R.J. Hemant"
Needhi Naadhi Oke Katha,March,2018,"Venu Udugula, Umesh Nagappagari","Aran Media Works, Sree Vyshnavee Creations, Mango Music",Suresh Bobblli,"Sree Vishnu, Satna Titus, Rajsekhar Aningi, Palamuru Devaraj, Krishna Murali Posani, Devi Prasad, Charan Ram, Rangadham, Jhansi Rathod, Racha Ravi"
